timestamp,subject_id,frame,global_distress,face_confidence,pain_index,fear_index,fatigue_index,agitation_index,tension_index,respiratory_index,au4,au5,au6,au7,au9,au10,au12,au15,au17,au20,au23,au24,au25,au26,au43,mar,episode_pain,episode_agitation,episode_fatigue,episode_fear,episode_eye_closure,gaze_yaw,gaze_pitch,gaze_variance,fixation_duration,recent_saccades,mean_gaze_speed,max_gaze_speed,eye_contact_ratio,behavior_state,baseline_ready
1782322305.9369,subject_01,43,13.45,0.789,3.6,31.85,22.91,14.08,18.68,0.0,0.0,0.1218,0.0,0.0,0.0,0.0,0.3842,0.0932,0.0,0.7561,0.3479,0.6657,0.0,0.0,0.135,0.0317,0,0,0,0,0,-0.3847,0.028,0.0092,0.0667,2,0.0245,0.1276,0.0,alert,0
1782322305.9961,subject_01,44,14.45,0.794,5.1,28.98,22.7,15.62,25.67,0.0,0.0296,0.1105,0.0,0.0,0.0,0.0,0.2729,0.1472,0.0,0.6819,0.3967,0.9807,0.0,0.0,0.1468,0.0019,0,0,0,0,0,-0.3979,0.0298,0.0092,0.1,2,0.0242,0.1276,0.0,alert,0
1782322306.0527,subject_01,45,13.64,0.795,4.61,29.68,24.29,14.3,17.83,0.0,0.0,0.0857,0.0,0.0,0.0,0.0,0.3463,0.0923,0.0,0.7308,0.3412,0.6198,0.0,0.0,0.1729,0.0366,0,0,0,0,0,-0.3709,0.0631,0.009,0.1333,2,0.0246,0.1276,0.0,alert,0
1782322306.1057,subject_01,46,13.62,0.796,4.84,29.47,24.4,13.91,17.62,0.0,0.0055,0.0854,0.0,0.0,0.0,0.0,0.3378,0.0832,0.0,0.7252,0.3384,0.5979,0.0004,0.0,0.1732,0.0388,0,0,0,0,0,-0.3774,0.0553,0.0088,0.1667,2,0.0243,0.1276,0.0,alert,0
1782322306.1555,subject_01,47,13.33,0.794,4.35,29.96,23.44,14.31,16.52,0.0,0.005,0.1021,0.0,0.0,0.0,0.0,0.334,0.0901,0.0,0.7227,0.3308,0.5382,0.0134,0.0,0.1557,0.0447,0,0,0,0,0,-0.3634,0.0438,0.0087,0.2,2,0.0242,0.1276,0.0,alert,0
1782322306.2182,subject_01,48,13.28,0.795,4.33,29.94,23.43,14.05,16.5,0.0,0.0055,0.1037,0.0,0.0,0.0,0.0,0.3318,0.0878,0.0,0.7212,0.3308,0.5358,0.0139,0.0,0.154,0.0449,0,0,0,0,0,-0.3583,0.052,0.0086,0.2333,2,0.0238,0.1276,0.0,alert,0
1782322306.2765,subject_01,49,14.0,0.794,4.57,32.41,22.63,14.55,19.58,0.0,0.0204,0.1161,0.0,0.0,0.0,0.0,0.4248,0.1015,0.0,0.7832,0.3504,0.6738,0.0,0.0,0.1409,0.0305,0,0,0,0,0,-0.3662,0.0593,0.0084,0.2667,2,0.0236,0.1276,0.0,alert,0
1782322306.3385,subject_01,50,14.41,0.793,5.85,30.37,23.05,14.58,21.58,0.0,0.0459,0.1071,0.0,0.0,0.0,0.0,0.343,0.1251,0.0,0.7287,0.3593,0.7323,0.0,0.0,0.1504,0.0258,0,0,0,0,0,-0.376,0.0703,0.0083,0.3,2,0.0234,0.1276,0.0,alert,0
1782322306.3963,subject_01,51,14.41,0.794,5.7,31.22,23.12,14.11,21.44,0.0,0.0431,0.1082,0.0,0.0,0.0,0.0,0.3815,0.1301,0.0,0.7543,0.3585,0.7312,0.0,0.0,0.1493,0.0255,0,0,0,0,0,-0.376,0.0703,0.0081,0.3333,2,0.0229,0.1276,0.0,alert,0
1782322306.453,subject_01,52,14.35,0.795,5.67,32.08,23.03,14.35,19.5,0.0,0.0416,0.1072,0.0,0.0,0.0,0.0,0.4267,0.1012,0.0,0.7845,0.3434,0.6309,0.0,0.0,0.1503,0.0345,0,0,0,0,0,-0.3651,0.0324,0.008,0.3667,2,0.0232,0.1276,0.0,alert,0
